,index_left,culture,food_drink,hotel,pub_bar,school,shop_mall,undefined
407,771.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
408,772.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
409,773.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
410,774.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
411,775.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
412,777.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,778.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
414,779.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
415,780.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
416,782.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
