,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour,index_right,dis
3252,3852,-0.1713,51.551378,POINT (526887.8156055964 185194.3197655283),2 serious,2,Wednesday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,4,22,1166.0,12.989071603964085
3253,3853,-0.137446,51.54081,POINT (529264.7886611602 184078.3355139483),3 slight,1,Friday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,4 fine/high winds,2 road-wet,1 traf sig out,0 none,2019,3,7,476.0,12.341551098923974
3254,3854,-0.122623,51.53061,POINT (530321.788403887 182970.3312275237),3 slight,1,Saturday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,11,62.0,4.662617929765852
3255,3855,-0.188838,51.540553,POINT (525701.7318571374 183960.2739121308),3 slight,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,8 central refuge,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,20,1668.0,6.366952502705444
3256,3856,-0.131592,51.522839,POINT (529721.7660944221 182090.2421105165),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2015,10,2,779.0,14.11203545406583
3257,3857,-0.136293,51.519974,POINT (529403.7637322147 181763.3266666651),3 slight,1,Monday,9 unknown,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,3 snowing,4 road-frost/ice,0 none,0 none,2018,5,7,795.0,17.894562125586216
3260,3860,-0.143439,51.546633,POINT (528832.7726467601 184715.3141004571),2 serious,1,Friday,6 single cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2016,11,14,586.0,10.263602526915324
3261,3861,-0.143154,51.525631,POINT (528911.8100317516 182380.3065710188),2 serious,1,Thursday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2015,11,9,875.0,13.062296945713742
3262,3862,-0.134701,51.544804,POINT (529443.8140892059 184527.3347502748),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,2 raining,2 road-wet,0 none,0 none,2019,8,8,410.0,3.871670655893448
3268,3869,-0.145698,51.562361,POINT (528631.8015158647 186460.3652346461),3 slight,2,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,15,1344.0,4.505521811820868
3269,3870,-0.137397,51.540944,POINT (529267.8071374267 184093.3233794923),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,17,476.0,13.39379044246583
3270,3871,-0.12495,51.523093,POINT (530181.8094840357 182130.274042417),3 slight,1,Wednesday,2 one-way st,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,12,18,278.0,4.436602025497517
3273,3874,-0.122364,51.536901,POINT (530321.7983691214 183670.3752623189),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,18,74.0,9.111142037399476
3276,3879,-0.132889,51.550657,POINT (529552.8414888701 185181.418141646),2 serious,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,10,1837.0,4.678003700002244
3277,3880,-0.146868,51.537128,POINT (528621.7961611648 183652.2887502151),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,11,632.0,10.688855233618165
3278,3883,-0.134877,51.544744,POINT (529431.7806517989 184520.3513327303),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,8,410.0,11.227635363358752
3279,3884,-0.125386,51.515996,POINT (530171.7814649256 181340.2871874289),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2016,11,19,239.0,6.217440230603257
3280,3887,-0.152507,51.554555,POINT (528181.7850382457 185580.3576125004),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,11,1539.0,6.270379915657005
3282,3893,-0.188827,51.552792,POINT (525668.7961125108 185321.3301761028),3 slight,1,Friday,3 dual cwy,2 30 mph,7 multi jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,3,16,1676.0,17.19173344333526
3284,3895,-0.197597,51.541498,POINT (525091.7465240017 184050.3615715288),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2017,5,20,1748.0,17.621683874700782
3286,3897,-0.144104,51.5448,POINT (528791.8359683477 184510.3065708509),3 slight,1,Tuesday,2 one-way st,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,15,619.0,10.781303214410956
3287,3899,-0.178532,51.552705,POINT (526382.7552428683 185329.3783901141),3 slight,1,Monday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,8 other,1 road-dry,0 none,0 none,2019,8,20,1623.0,7.4017369210170525
3288,3902,-0.12669,51.515837,POINT (530081.7597754506 181320.2889898637),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,15,241.0,9.221523101039683
3289,3907,-0.108273,51.522016,POINT (531341.8103429965 182040.2856606935),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,1,17,84.0,7.716670312712238
3291,3910,-0.13099,51.527326,POINT (529750.7826170409 182590.2799331989),3 slight,1,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,13,817.0,9.169178124867514
3293,3912,-0.140829,51.528571,POINT (529064.7824766318 182711.3415085406),3 slight,3,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,9 unknown (s/r),1 daylight,5 raining/high winds,2 road-wet,9 unknown (s/r),0 none,2019,12,22,567.0,17.877528875924813
3294,3914,-0.140777,51.54151,POINT (529031.8236977427 184150.3026978775),3 slight,1,Thursday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,12,11,611.0,11.166328732995508
3295,3915,-0.181552,51.5533,POINT (526171.7433673983 185390.3359296996),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,15,1619.0,17.13235776770482
3297,3919,-0.12952,51.527663,POINT (529851.791058375 182630.3612585036),3 slight,1,Friday,6 single cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2018,9,19,316.0,14.049178952974414
3298,3921,-0.172344,51.559902,POINT (526791.7499553864 186140.4210837931),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,15,1347.0,18.209348455719578
3304,3928,-0.150464,51.541619,POINT (528359.7866462129 184145.3964139594),3 slight,1,Thursday,7 slip rd,1 <= 20 mph,5 slip road,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,9,985.0,9.237253172393542
3305,3929,-0.122405,51.518376,POINT (530371.818873012 181610.253978805),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,7,20,203.0,10.165479015218683
3309,3935,-0.124633,51.527315,POINT (530191.7668034092 182600.3395305882),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2017,2,22,34.0,4.8839120087409675
3310,3936,-0.126354,51.520508,POINT (530091.7726755338 181840.3177454846),2 serious,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,9,265.0,6.598886513736468
3311,3937,-0.158519,51.54143,POINT (527801.7544295302 184110.2876934698),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,13,1029.0,7.077969037106707
3312,3940,-0.191041,51.554076,POINT (525511.7753732828 185460.3192088181),3 slight,2,Thursday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2016,12,13,1548.0,15.31359342183733
3313,3941,-0.129296,51.547173,POINT (529811.8508292708 184800.3476080107),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,11,9,341.0,2.1758328810040957
3316,3946,-0.14937,51.542995,POINT (528431.7773155775 184300.3321057208),2 serious,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,15,719.0,3.51751780656708
3317,3948,-0.116324,51.524286,POINT (530776.7910613159 182278.309101798),2 serious,1,Monday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,2 raining,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2019,8,9,110.0,6.433748168558898
3319,3950,-0.145949,51.570368,POINT (528591.8295206528 187350.3400668043),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,7,1251.0,19.444623241427536
3321,3952,-0.1322,51.518533,POINT (529691.8105316015 181610.3221375708),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,2,15,761.0,6.674378939905837
3322,3953,-0.121054,51.516196,POINT (530471.7737337939 181370.2361821349),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2015,12,16,193.0,5.6441725796474636
3324,3955,-0.136088,51.525699,POINT (529401.7689251358 182400.3306661865),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2015,1,4,2007.0,10.740980465400611
3325,3956,-0.16915,51.553197,POINT (527031.80911712 185400.3299879584),3 slight,2,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,10,21,1127.0,0.7770433094837006
3329,3961,-0.152585,51.563315,POINT (528151.7710751788 186554.3737839526),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,6,1316.0,4.6318766705157275
3330,3962,-0.180976,51.548552,POINT (526224.8055838341 184863.3279103406),3 slight,1,Sunday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2019,4,22,1659.0,8.372742990475489
3333,3965,-0.139441,51.535374,POINT (529141.8202184738 183470.3096180828),3 slight,2,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2015,7,13,498.0,13.082690998341903
3334,3966,-0.161067,51.554402,POINT (527588.8013737117 185548.3889861888),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,11,1507.0,3.420650858523594
3336,3968,-0.138622,51.527178,POINT (529221.8077158914 182560.3265968908),3 slight,1,Sunday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,2 other object in cwy,2017,8,18,853.0,1.92906933300689
3337,3970,-0.19215,51.551576,POINT (525441.7655625325 185180.4056354171),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,20,1728.0,10.14790954100661
3338,3971,-0.126523,51.516374,POINT (530091.8178341675 181380.3019173334),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,9,240.0,14.774471489341144
3341,3974,-0.118582,51.523711,POINT (530621.7989367772 182210.337109965),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2017,6,18,173.0,19.1597319154923
3342,3975,-0.136252,51.532266,POINT (529371.7906777845 183130.3169485944),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,12,18,435.0,18.942112125827276
3344,3977,-0.133668,51.526362,POINT (529567.7576141816 182478.3378150179),2 serious,1,Friday,3 dual cwy,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,14,812.0,2.7684733327645565
3345,3978,-0.131931,51.518079,POINT (529711.7621150438 181560.3120617779),3 slight,1,Monday,2 one-way st,2 30 mph,5 slip road,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,17,755.0,8.972679251188376
3347,3980,-0.135214,51.51885,POINT (529481.8058667174 181640.2407411477),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,4,21,801.0,7.966633701789791
3348,3982,-0.19217,51.554723,POINT (525431.7293402221 185530.3338383527),3 slight,2,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,7,20,1551.0,11.669300934344772
3349,3983,-0.146916,51.535942,POINT (528621.8079890595 183520.3162643802),2 serious,1,Monday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,16,744.0,15.701443648246398
3351,3985,-0.190527,51.556137,POINT (525541.7382718005 185690.39434607),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,7,1560.0,5.643661840604355
3352,3987,-0.141051,51.552486,POINT (528981.8047446721 185370.3980667461),2 serious,2,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2018,11,22,713.0,11.663339595760524
3355,3991,-0.118445,51.527036,POINT (530621.7945648896 182580.3334256503),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,11,214.0,18.66770477426373
3356,3993,-0.128633,51.528188,POINT (529911.8241032294 182690.316483326),3 slight,2,Wednesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2016,8,22,322.0,3.9011321327308615
3358,3996,-0.141527,51.524175,POINT (529028.7835857922 182221.2589996088),3 slight,1,Monday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,2,16,892.0,6.4691940207936955
3361,4001,-0.124237,51.529916,POINT (530211.8201099492 182890.2845493421),3 slight,1,Sunday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,15,47.0,16.53685238360528
3362,4002,-0.149149,51.537776,POINT (528461.785299493 183720.3446377034),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,16,734.0,18.052200762669905
3364,4004,-0.206028,51.550799,POINT (524481.7415097118 185070.3104766943),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2016,12,12,1791.0,9.315732454908284
3365,4006,-0.135038,51.521402,POINT (529486.7836498097 181924.3438613972),2 serious,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,10,799.0,13.279696477730319
3366,4010,-0.118135,51.521258,POINT (530659.8229037968 181938.3522282556),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2018,8,18,164.0,2.2696915005356675
3368,4016,-0.178889,51.558564,POINT (526341.7829602325 185980.3120168998),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2017,6,15,1392.0,19.43885958762208
3370,4018,-0.138166,51.52494,POINT (529259.7709537168 182312.2570648271),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,1 auth person,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2019,11,0,833.0,17.716568066668213
3375,4026,-0.130348,51.5479,POINT (529736.8442668372 184879.3281614833),2 serious,1,Tuesday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,3,14,406.0,14.8476657259553
3377,4031,-0.147577,51.533884,POINT (528581.7609416794 183290.2971609593),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,9 other jun,3 stop sign,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,10,22,739.0,19.67714574168288
3379,4033,-0.132743,51.519351,POINT (529651.8169515932 181700.3253320588),3 slight,1,Friday,2 one-way st,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,0 none,2018,12,20,766.0,18.415625257581155
3380,4034,-0.181161,51.548618,POINT (526211.7964612036 184870.3484820635),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,15,1659.0,6.574102345684002
3382,4042,-0.193575,51.555662,POINT (525331.7504213598 185632.3490375616),3 slight,1,Monday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,9,18,1554.0,6.353941096403209
3384,4044,-0.182811,51.55608,POINT (526076.7813801653 185697.3166678124),3 slight,1,Wednesday,7 slip rd,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,7,1485.0,2.2151590058935695
3387,4047,-0.165867,51.552337,POINT (527261.8042747894 185310.3959945902),3 slight,1,Wednesday,7 slip rd,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,2 other object in cwy,2018,12,7,2108.0,14.320568344125247
3388,4048,-0.192006,51.551573,POINT (525451.7571279434 185180.3187744523),2 serious,1,Friday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,2,10,1728.0,13.715000452345558
3389,4050,-0.118974,51.517692,POINT (530611.8116138147 181540.3039955776),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,18,202.0,17.291062011228444
3390,4051,-0.108624,51.520493,POINT (531321.8381166125 181870.2934594121),2 serious,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2018,11,20,91.0,18.971878328782093
3391,4052,-0.195775,51.557674,POINT (525173.7218169378 185852.3296215262),3 slight,1,Sunday,3 dual cwy,3 40 mph,7 multi jun,2 auto sig,4 pelican or similar,2 dark,5 raining/high winds,2 road-wet,1 traf sig out,0 none,2017,5,21,1565.0,7.704266715484477
3392,4053,-0.120274,51.517623,POINT (530521.8153579151 181530.3133497545),3 slight,1,Thursday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,6,14,201.0,10.837133172193242
3393,4055,-0.139836,51.543384,POINT (529091.7767343892 184360.3581561881),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,13,529.0,1.3814276069783389
3396,4059,-0.193231,51.54251,POINT (525391.7228184955 184170.3692082975),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,2,18,1743.0,2.3069179377507547
