,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour,index_right,dis
2090,2333,-0.145811,51.527651,POINT (528721.8077905154 182600.2647873666),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,8,905.0,1.9140241377721783
2092,2337,-0.153225,51.543955,POINT (528161.7714860488 184400.3329464031),3 slight,1,Monday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,15,953.0,18.82372339822349
2093,2338,-0.123794,51.530179,POINT (530241.7970324298 182920.3189806055),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,6,50.0,16.379542595785512
2095,2343,-0.126368,51.529276,POINT (530065.8344232534 182815.3268943763),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2019,11,1,44.0,19.006075616600484
2097,2345,-0.165927,51.536511,POINT (527301.7694252861 183550.367823954),3 slight,1,Monday,6 single cwy,2 30 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,6,9,1065.0,3.0473828195677974
2098,2348,-0.140779,51.549604,POINT (529008.8079884851 185050.3864178848),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,18,717.0,10.23250470692147
2099,2349,-0.179637,51.547066,POINT (526321.7549619698 184700.3869926708),3 slight,1,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,2 raining,1 road-dry,0 none,0 none,2018,4,18,1654.0,5.101970277581725
2100,2350,-0.172664,51.541112,POINT (526821.7695788144 184050.3288272356),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,9,1149.0,7.939548222339051
2102,2354,-0.126193,51.51636,POINT (530114.7536154573 181379.3312808575),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2019,8,11,240.0,18.60287867332223
2103,2355,-0.135438,51.541606,POINT (529401.7762489087 184170.4010925762),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,7,16,481.0,5.157656375257806
2104,2356,-0.138639,51.528545,POINT (529216.7613037857 182712.3123611209),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,8 other,1 road-dry,0 none,0 none,2017,3,12,859.0,0.9765525892850966
2107,2359,-0.175165,51.543489,POINT (526641.7455581733 184310.3332729071),3 slight,2,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2016,5,0,1200.0,13.583527108730115
2109,2361,-0.125737,51.528501,POINT (530111.8095006873 182730.2649603786),3 slight,1,Friday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,9,41.0,14.73627098797911
2110,2362,-0.125848,51.529313,POINT (530101.7972409509 182820.3651910113),3 slight,1,Tuesday,3 dual cwy,2 30 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,6,8,48.0,7.272010985409508
2111,2363,-0.14231,51.539286,POINT (528931.8004687554 183900.2839857052),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,13,605.0,12.026911718972189
2113,2365,-0.121721,51.517502,POINT (530421.7684163371 181514.27993667),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2019,10,2,198.0,16.332655480016108
2115,2367,-0.109425,51.522035,POINT (531261.8382515159 182040.3330665921),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,10,7,82.0,4.389855584445812
2116,2369,-0.137773,51.540923,POINT (529241.7931271465 184090.3243009853),3 slight,1,Monday,2 one-way st,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2017,1,11,476.0,14.590620730972763
2117,2370,-0.126856,51.522314,POINT (530051.8052652656 182040.2599207472),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,18,275.0,7.007397648002882
2118,2372,-0.162742,51.554716,POINT (527471.8064847176 185580.389171437),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,6 ped in cwy (not inj),2018,1,16,1506.0,13.920500874199782
2119,2374,-0.173792,51.541759,POINT (526741.7530436856 184120.3249974923),3 slight,1,Monday,2 one-way st,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,4 fine/high winds,1 road-dry,0 none,0 none,2015,1,20,1242.0,4.992875985941443
2122,2378,-0.179741,51.562534,POINT (526271.7362400976 186420.3259190592),3 slight,1,Wednesday,1 roundabout,1 <= 20 mph,2 mini,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,17,1338.0,8.094441516489264
2126,2383,-0.14102,51.549698,POINT (528991.8335155123 185060.414949924),3 slight,2,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2016,3,18,717.0,9.78193850148013
2127,2385,-0.145819,51.527472,POINT (528721.757302896 182580.3452055777),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,19,903.0,6.6592184742453195
2130,2390,-0.150835,51.545986,POINT (528321.7843856825 184630.3755264403),3 slight,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2018,11,19,718.0,8.217672776034776
2131,2391,-0.169295,51.5532,POINT (527021.7485056269 185400.4119948134),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,4 road-frost/ice,0 none,0 none,2017,9,14,1127.0,10.314700527191835
2133,2393,-0.192759,51.543492,POINT (525421.754632227 184280.380914747),3 slight,1,Sunday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,9,12,1744.0,2.883236896355061
2134,2394,-0.127769,51.524667,POINT (529981.7730787667 182300.3012589033),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,17,292.0,10.1388496431273
2135,2396,-0.193719,51.555664,POINT (525321.7625027044 185632.3249160497),3 slight,1,Wednesday,9 unknown,2 30 mph,99 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2 dark,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2019,11,2,1554.0,12.033740645067645
2138,2399,-0.140102,51.554539,POINT (529041.7904534203 185600.3731819267),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,10,4,1465.0,7.437637791197959
2139,2400,-0.129084,51.524238,POINT (529891.7726805455 182250.2616246431),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,17,792.0,10.889146593476376
2148,2412,-0.114944,51.521044,POINT (530881.8085597029 181920.2526893296),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2016,1,22,125.0,19.075924801493546
2152,2416,-0.141873,51.546474,POINT (528941.8014833254 184700.3895816847),3 slight,1,Tuesday,3 dual cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,7,17,593.0,7.5730829086333715
2153,2417,-0.113466,51.52192,POINT (530981.8323705675 182020.3093810323),3 slight,1,Friday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,10,8,132.0,19.327313227976898
2155,2420,-0.16506,51.554482,POINT (527311.7672392805 185550.3333604173),3 slight,2,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,10,1504.0,15.459677660768717
2156,2422,-0.181158,51.548708,POINT (526211.7555997509 184880.3620929233),3 slight,1,Friday,3 dual cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,11,11,1659.0,14.996540248252549
2158,2424,-0.132496,51.543357,POINT (529600.8132211398 184370.3233303549),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,14,1930.0,13.757333858913695
2162,2429,-0.143594,51.553785,POINT (528801.840385008 185510.3750383501),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,8,709.0,11.028408387035135
2163,2430,-0.162471,51.543561,POINT (527521.7553488122 184340.373532808),3 slight,1,Saturday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2016,5,20,1042.0,9.030483590445714
2164,2431,-0.185719,51.54644,POINT (525901.7837246689 184620.2961785599),3 slight,1,Monday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,16,1695.0,8.788391965619203
2165,2432,-0.182823,51.550352,POINT (526091.774609648 185060.3138824831),3 slight,2,Monday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,8 central refuge,2 dark,1 fine,2 road-wet,0 none,0 none,2018,1,17,1636.0,11.288403965913842
2167,2435,-0.139406,51.53978,POINT (529131.7865630754 183960.3366123605),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,0,468.0,11.137055841598508
2169,2437,-0.147684,51.534785,POINT (528571.803203662 183390.3042213503),2 serious,2,Wednesday,3 dual cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,11,7,737.0,19.98584743783846
2172,2440,-0.139402,51.53987,POINT (529131.8094017997 183970.3520395664),3 slight,1,Wednesday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,9,22,468.0,3.255728735517025
2173,2441,-0.175377,51.541784,POINT (526631.7744344083 184120.3625906833),3 slight,2,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,15,1241.0,4.654946273840713
2174,2442,-0.145881,51.525944,POINT (528721.7624504269 182410.3165038211),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,11,899.0,19.697209298401425
2177,2445,-0.135367,51.525687,POINT (529451.8168777099 182400.2705028369),2 serious,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,17,824.0,9.683175566029167
2178,2446,-0.123563,51.517918,POINT (530292.7845695566 181557.2620076025),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,9,226.0,15.909891579271195
2179,2448,-0.125752,51.542171,POINT (530071.8250353935 184250.3951642097),3 slight,2,Tuesday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,9,24.0,12.79110457862501
2182,2451,-0.153898,51.56294,POINT (528061.8191926011 186510.3739444676),3 slight,1,Friday,6 single cwy,2 30 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,3,3,1313.0,7.1780689059387335
2183,2452,-0.170585,51.539011,POINT (526971.7790687857 183820.2911470957),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,19,1162.0,6.787741194428608
2184,2453,-0.146667,51.563366,POINT (528561.8061502167 186570.4234135773),3 slight,1,Sunday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,2 road-wet,0 none,0 none,2017,12,17,1299.0,2.8647741519453507
2185,2454,-0.129021,51.525766,POINT (529891.7981247489 182420.292680182),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,18,317.0,7.982837249993595
2186,2456,-0.139895,51.540516,POINT (529095.7952500078 184041.3205348262),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,14,466.0,2.933906009057425
2187,2457,-0.116399,51.524215,POINT (530771.7916008217 182270.2797171957),3 slight,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2017,4,22,110.0,14.462681511373315
2189,2459,-0.14992,51.555387,POINT (528358.7851748309 185677.412954671),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2019,6,18,1540.0,18.42098829718696
2190,2460,-0.120049,51.519598,POINT (530531.7834501369 181750.3412711739),3 slight,1,Friday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,15,181.0,6.741204812389113
2194,2464,-0.161114,51.552172,POINT (527591.7777513764 185300.3206419628),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2015,11,18,1061.0,17.78541661023375
2196,2466,-0.166283,51.542002,POINT (527261.7748807078 184160.3729020269),3 slight,1,Monday,1 roundabout,1 <= 20 mph,2 mini,4 give way/uncontrolled,4 pelican or similar,2 dark,8 other,1 road-dry,0 none,0 none,2016,12,17,1075.0,6.485801881639362
2197,2467,-0.175156,51.541897,POINT (526646.7858559383 184133.3109721578),3 slight,1,Saturday,3 dual cwy,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2019,5,2,1241.0,18.784092956996798
2201,2471,-0.133699,51.526299,POINT (529565.785949023 182471.2771252813),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,6,10,812.0,6.44725842756663
2203,2473,-0.190835,51.55419,POINT (525525.742711391 185473.3498021407),3 slight,2,Saturday,6 single cwy,3 40 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,8,17,1548.0,14.974269894893489
2206,2476,-0.139513,51.540681,POINT (529121.8183847166 184060.3428387303),3 slight,4,Thursday,3 dual cwy,1 <= 20 mph,3 t/stag jun,1 auth person,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,7,0,467.0,1.6670835567217535
2208,2478,-0.116529,51.52491,POINT (530760.7841470521 182347.3340468096),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,9 other jun,2 auto sig,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2019,3,18,109.0,14.819883615065127
2210,2480,-0.141869,51.546564,POINT (528941.8245952663 184710.4050126009),3 slight,1,Friday,3 dual cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,8,593.0,8.162859892611966
2212,2482,-0.136018,51.527406,POINT (529401.7888801303 182590.2793558974),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,11,810.0,0.7509324350523878
2214,2486,-0.195067,51.53984,POINT (525271.7357472504 183870.3092734974),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,21,1751.0,16.322053292126686
2215,2487,-0.146913,51.536032,POINT (528621.7625412419 183530.3299103764),2 serious,1,Tuesday,6 single cwy,1 <= 20 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,8,744.0,8.434464297672482
2216,2488,-0.193621,51.5556,POINT (525328.7318692645 185625.3755616439),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,11,18,1554.0,3.3272513828731185
2217,2490,-0.124481,51.51626,POINT (530233.8198831941 181371.2537901686),3 slight,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,8 other,2 road-wet,0 none,0 none,2019,7,18,237.0,1.2666616953848948
2219,2494,-0.162719,51.544554,POINT (527501.7854603834 184450.3677133222),3 slight,2,Sunday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,11,1041.0,3.6386170115955947
2222,2498,-0.120617,51.523294,POINT (530481.8213114644 182160.3373971867),2 serious,1,Tuesday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,2 other object in cwy,2017,3,7,280.0,0.38179373273981254
2223,2499,-0.137727,51.524376,POINT (529291.8200385894 182250.31305204),3 slight,1,Sunday,2 one-way st,2 30 mph,5 slip road,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,10,16,834.0,16.193188899683896
2225,2501,-0.139078,51.531915,POINT (529176.7791741592 183086.2951792881),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,3 road sign def,0 none,2019,7,17,503.0,4.1177217396064
2226,2502,-0.13745,51.534713,POINT (529281.7729380338 183400.3172062655),3 slight,1,Friday,2 one-way st,1 <= 20 mph,3 t/stag jun,1 auth person,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,9,12,491.0,2.239437017571961
2227,2503,-0.172697,51.554691,POINT (526781.7593310089 185560.3209151496),3 slight,2,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2015,1,20,1523.0,11.181675172120025
2228,2505,-0.195815,51.557387,POINT (525171.7363299336 185820.3453211405),3 slight,3,Monday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,9 unknown (s/r),1 daylight,1 fine,9 unknown (s/r),0 none,0 none,2017,8,18,1566.0,9.582598491338484
2229,2506,-0.129516,51.527752,POINT (529851.8155034591 182640.2654888176),3 slight,3,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,2,21,316.0,12.03073404136359
2230,2507,-0.189071,51.54919,POINT (525661.797306871 184920.3508364888),3 slight,2,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,1 vehicle load in cwy,2018,3,15,1678.0,1.6615729870539973
2231,2508,-0.180671,51.546452,POINT (526251.7603877238 184630.3236316117),3 slight,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,1 zebra,2 dark,8 other,2 road-wet,0 none,0 none,2018,11,19,1649.0,3.0881925879786536
2232,2509,-0.152873,51.549075,POINT (528171.8018566098 184970.3159414319),3 slight,1,Friday,6 single cwy,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,1 zebra,1 daylight,2 raining,2 road-wet,0 none,0 none,2018,9,15,919.0,15.266460290082929
2236,2515,-0.196566,51.552992,POINT (525131.727938758 185330.3145501402),2 serious,3,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,13,1763.0,5.8260175001498755
2237,2516,-0.197829,51.541825,POINT (525074.7629069862 184086.3292616117),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,8 other,1 road-dry,0 none,0 none,2015,4,17,1789.0,9.500676773987372
2238,2517,-0.191111,51.548682,POINT (525521.7565752176 184860.3590890432),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,10,10,1656.0,13.546151291755853
2240,2522,-0.151156,51.538077,POINT (528321.7554831695 183750.2977926321),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,18,960.0,5.252964614154326
2241,2523,-0.139042,51.534558,POINT (529171.8001506838 183380.2709140167),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2017,1,18,483.0,4.4368160690247285
2242,2524,-0.124132,51.530023,POINT (530218.7979406804 182902.370069336),3 slight,1,Wednesday,3 dual cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,12,50.0,16.400763135726688
2243,2525,-0.127,51.522317,POINT (530041.807080184 182040.337819687),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,9,19,275.0,9.611264589097182
2247,2530,-0.13256,51.535445,POINT (529618.8350180412 183490.3637283171),3 slight,2,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,2,17,1836.0,4.257677259968663
2250,2534,-0.136806,51.539892,POINT (529311.7691510601 183977.3802789384),2 serious,1,Tuesday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,11,478.0,2.075329339808042
2251,2537,-0.143925,51.538593,POINT (528821.7604799247 183820.3767940924),3 slight,1,Friday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,16,641.0,8.279993982257887
2256,2542,-0.147525,51.542597,POINT (528560.8327594406 184259.3108994965),3 slight,1,Thursday,6 single cwy,2 30 mph,9 other jun,9 unknown (s/r),0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,8,678.0,15.948554519362537
2258,2544,-0.14628,51.533864,POINT (528671.7708865327 183290.3514420207),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,3,18,647.0,2.2631350880955092
2259,2545,-0.133461,51.526466,POINT (529581.8214419838 182490.2692836984),2 serious,1,Monday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,11,17,812.0,18.41787805111161
2260,2546,-0.16227,51.542442,POINT (527538.8188654974 184216.2857930032),3 slight,1,Friday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,14,1024.0,7.5338895060023505
2261,2547,-0.149514,51.542997,POINT (528421.7865442748 184300.3019199281),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,17,719.0,13.048763261766625
2263,2550,-0.130002,51.547544,POINT (529761.8457825339 184840.3527150569),3 slight,1,Saturday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,9 unknown,1 road-dry,0 none,0 none,2016,8,11,337.0,12.536767966934843
2265,2552,-0.141673,51.545706,POINT (528957.8383290004 184615.3369671389),2 serious,1,Wednesday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,3,8,588.0,3.1374500226946958
2268,2556,-0.179228,51.560908,POINT (526311.7948834478 186240.3915784074),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,11,1324.0,9.707298824989232
2270,2558,-0.126003,51.543074,POINT (530051.8476650757 184350.3664720971),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,1,7,26.0,8.39941948058049
